review,label,language,product_name,product_description
L3ayb lwa7id houa ma kaytsm3 walou b sbab l'écran d plastiq li kaydir l'étanchéité.,"{""plaintes"": [""Son inaudible à cause de l'écran en plastique qui assure l'étanchéité""], ""compliments"": []}",latin_darija,Waterproof Phone Case,"A protective case designed for mobile phones, featuring an integrated plastic screen that provides effective waterproofing and sealing against water and dust. This case offers robust protection for your device, allowing for use in wet environments."
l-montage wsel f 7ala jayida shukran,"{""plaintes"": [], ""compliments"": [""Le produit est arrivé en bon état""]}",latin_darija,Assembly Kit,Not specified
فرحت حيت قطوط الناس عجبوهوم هادو، ولكن قطوطي بجوج ما مسوقينش ليهم. شريت هادو حيت القط ديالي كان حمق على بسكوي الجبن اللي شريت من Target، كنظن سميتهم كريسبيز ولا شي حاجة بحال هاكا. بالمعنى الحرفي كانو غيقطعو الصاشية فاش خليتها مسدودة محطوطة فوق البوطاجي حيت كانو كيشمو الريحة من خلال الصاشيات. عندي جوج قطيطات وكانو كيتضاربو بيناتهم كل ما هازيت الصاشية، حتى وقيتة أخرى ماكيديرو هاكا بحال شي دروݣ ولا شي حاجة. كنت كنتمنى نفس المفعول مع هادو، ولكن القطيطات ديالي بجوج كيتعاملو معاهم بحال ماكلة ناشفة بنينة شوية. ملحوظة: عندي قط هيمالايا و قط طبّي برتقالي.,"{""plaintes"": [""Mes chats ne s'intéressent pas au produit."",""Le produit n'a pas l'attrait escompté sur mes chats."",""Mes chats le traitent comme une simple nourriture sèche légèrement savoureuse.""],""compliments"": []}",arabic_darija,Cat Treats,"A type of solid treat designed for felines, intended as a supplementary snack or reward. These cat treats are described as moderately palatable, eliciting a mild interest from cats rather than an enthusiastic response, and are often treated similarly to regular kibble. The specific flavor profile is not detailed, distinguishing them from highly appealing cheese-flavored varieties."
"Hormis l'Amazon Fire Stick, cette Fire TV 4K offre le meilleur rapport qualité-prix. Je viens de télécharger une application gratuite qui me permet de caster tout ce que j'ai sur mon iPad sur ma télé. Si vous voulez faire des économies, le Fire Stick est très bien, mais il n'est pas aussi rapide et n'a pas de ports USB ou SD pour étendre la mémoire et télécharger des applications (ou autre).","{""plaintes"": [""Le FireStick n'est pas aussi rapide que le 4K Fire TV."", ""Le FireStick ne dispose pas de ports USB ou SD pour étendre la mémoire ou télécharger des applications.""], ""compliments"": [""Le 4K Fire TV offre un excellent rapport qualité-prix."", ""Le 4K Fire TV permet de diffuser le contenu d'un iPad sur la télévision grâce à une application gratuite."", ""Le FireStick est une très bonne option pour économiser de l'argent.""]}",french,Fire TV 4K,"The Fire TV 4K is a streaming media player designed for a premium viewing experience. It offers 4K resolution support and superior performance, noted for being faster than other Fire Stick models. This device includes USB and SD ports, providing options for memory expansion and the installation of additional applications."
"Its light weight, i do not care for the amazon app store..Android is so much better..I cannot get all the app I need from amazon..the amazon Kindle is a nice size and light weight..","{""plaintes"": [""N'apprécie pas l'App Store d'Amazon"", ""Le système Android est bien meilleur (par rapport à l'écosystème Amazon)"", ""Impossible d'obtenir toutes les applications nécessaires via Amazon""], ""compliments"": [""Léger"", ""Bonne taille""]}",english,Amazon Kindle,"A lightweight device, characterized by its convenient and manageable size."
جربت الفاير ستيك هي اللولة، جاتني ثقيلة بزاف داكشي علاش بدلتها بهاد الفاير تي في. هادي عجباتني حسن بزاف.,"{""plaintes"": [""Le Fire Stick était trop lent.""],""compliments"": [""Le Fire TV est beaucoup plus apprécié.""]}",arabic_darija,Fire TV,"A streaming media player designed to connect to a television, offering access to various streaming services and applications. This device is known for its efficient performance, providing a smooth entertainment experience."
الكاشا شوية بزاف مرخوفة، داكشي علاش الوسخ كيدخل من الجناب. وكتحيد بسهولة. ما غاديش نعاود نشريها.,"{""plaintes"": [""La coque est trop souple"", ""Les impuretés passent sur les côtés"", ""Elle s'enlève facilement""], ""compliments"": []}",arabic_darija,Protective Case,"A protective cover designed for a device. Features a flexible design that may result in a less secure fit, potentially allowing for the ingress of dirt or debris around the edges. The case is also characterized by its ease of removal."
الكتاب وصفي بزاف، أنا ما عجبنيش. الكاتب كيشرح بالتفصيل كيفاش قلب على الناس، و الطريقات اللي دار باش يشوفهم، و شنو قال ليهم و قالوا ليه. كنت كنتمنى يكون فيه تحليل أكثر و نظرة من بعيد. وخا هكا، كاينين شي حوايج اللي كيخليوك تخمم فيهم، بزاف على الموضوع ديال الموافقة.,"{""plaintes"": [""Le livre est trop descriptif"", ""Manque d'analyse et d'une perspective plus large""], ""compliments"": [""Contient des éléments qui incitent à la réflexion, notamment sur le thème du consentement""]}",arabic_darija,Book,"This book offers a descriptive account detailing an author's research methodology. It outlines the process of identifying individuals, the steps involved in arranging and conducting meetings, and chronicles the dialogues and interactions that transpired. The content explores various themes, including discussions around the critical topic of consent, presented through a detailed, reported narrative style."
"Ma kanchdch signal dial radio, khasni nkon f chi blassa ma fihach réseau, dakchi 3lach lradio mamsttamlach. Ghanrje3 l7aja.","{""plaintes"": [""Mauvaise réception du signal radio"", ""La radio est inutilisable""], ""compliments"": []}",latin_darija,Radio,A radio device designed for the reception of radio broadcast signals and frequencies. It functions as a standalone radio receiver for listening to radio transmissions.
"Hada ghir bdaya mzyana. Kol ma l'compagnie zadet f l-ajhiza li kat9der t-t7kem fihom, kol ma ghadi ywelli mtiyaz. F had l-waqt, hu m7doud bezaf.","{""plaintes"": [""Le produit est très limité actuellement.""],""compliments"": [""C'est un bon point de départ.""]}",latin_darija,Smart Device Control System,"A foundational smart device control system designed for managing various electronic devices. This system provides core functionality for device control within a connected environment. While currently offering limited device compatibility, its architecture is designed for future expansion, aiming to integrate a wider array of controllable devices and deliver a more comprehensive management experience as the ecosystem evolves."
3 simanat bash toselni w f lkher khesrat dghya,"{""plaintes"": [""Le délai de livraison est trop long (3 semaines)"", ""Le produit est tombé en panne rapidement""], ""compliments"": []}",latin_darija,Unknown Product,No product details or specifications are mentioned in the review. The review only indicates that the product took 3 weeks to arrive and failed quickly after use.
Matine. Tqil bezaf. Chrit hada l-wladi walakin ma nqderch ntelecharger fih YouTube dial drari.,"{""plaintes"": [""Très lent"", ""Impossible de télécharger YouTube Kids""], ""compliments"": [""Construction solide""]}",latin_darija,Matine,A heavy electronic device intended for children's use. This product does not support the installation of the YouTube Kids application.
"Fel3ada, kijini had l3cha l-wajed fel-bakia sefqa mezyana bennadar lelwqt li kirbe7; welakin hadi makatwefferch bezzaf dial l-wqt moqarana m3a ila sayebti tabaq b7alo men l-ewel. Li kitayeb khasso iqette3 d-djaj w ich77ro 7ettal itib, men be3d izid lsan tir, l-broccoli (ghanhder 3lih men be3d), w l-ma, w ikhellih itib 3la 3afia mhila 7ettal iwjed lsan tir, w feltali ikemmel bel-fromage. Dik chwiya dial l-wqt li katrebe7 katji ktertha men annak maghadich t7taj tghsel w tqette3 l-broccoli, welakin tqder tebghi tfekker jouj merrat wach dik 5 d-dqayeq taqriban katstahel.

D-djaj, b-tabi3at l-7al, l-jawda dialo 3la 7sab chno khtariti techri nta. Lsan tir 3adi byed, w hadi kanet 7aja zwina katbeddel 3la r-rouz li kista3emlouh aghlab had l-mentoujat (machi kan ghaykoun 7sen koun daro fihom chi merra khiyar dial l-7ouboub l-kamila?). L-fromage, kifma tqder t3ref ghir men s-smia, howa Velveeta. Kolchi mezyan, illa kan ki3ejbek hadchi.

Amma l-broccoli, s-sara7a, ja ghrib chwiya. Mfertett (w kangoulha b-tasamo7 -- trifat sghiwriin bezzaf besse7) w bayen belli mojafaf b-t-tajmid. Fel-tabaq melli wjed, kiban b7alila zado chwiya d l-me3dnous ghir 3la 7sab l-loun. W l-mofaja2a hia annaho besse7 kizid chwiya dial l-madaq d l-broccoli.

L-madaq, b-sifa 3amma, makanx khayeb, welakin hadi awwel merra kanakul makla men had n-nou3 li besse7 khellatni nfkker belli tamara bach tsayebha men z-zero ghatkoun qriba bezzaf l-tamara bach tsayebha men l-bakia, w koun tsaybat men z-zero kanet ghatji 7sen bzzaaaf.

Men na7iyat l-qima l-ghida2ia, raha fel-motawassit b-nisba lhad n-nou3 d l-maklat: 5 dial l-7isas, 390 so3ra 7araria lel-7issa, 8 gram dial lidam, 620 mg dial s-sodium, 39 gram dial l-carbohydrate m3ahom 2 gram dial l-alyaf, w 10 gram dial l-protein.","{""plaintes"": [""Ne permet pas de gagner beaucoup de temps par rapport à une préparation maison."",""Le gain de temps est minime et discutable (principalement lié au brocoli)."",""Le brocoli est étrange, émietté et lyophilisé (très petits morceaux)."",""Le goût est acceptable, mais une version faite maison avec un effort similaire serait bien meilleure.""],""compliments"": [""L'utilisation de pâtes orzo est une bonne alternative au riz habituellement utilisé dans ce type de produit."",""Le brocoli, malgré sa texture et son apparence, ajoute un peu de saveur.""]}",latin_darija,Orzo Dinner Meal Kit with Broccoli and Velveeta Cheese,"This ready-to-cook dinner meal kit offers a convenient stovetop meal solution. The kit contains white orzo pasta, freeze-dried broccoli cut into small pieces, and Velveeta cheese. Preparation requires the user to add their choice of chicken and water. The freeze-dried broccoli, despite its crumbled texture, provides a subtle broccoli flavor to the finished dish. Each package yields 5 servings. Nutritional information per serving (for the prepared meal, including added chicken) is as follows: 390 Calories, 8g Total Fat, 620mg Sodium, 39g Total Carbohydrates (with 2g Dietary Fiber), and 10g Protein."
هاهوا يالاه وصلني دبا، الله يعطيكم الصحة، لا من ناحية  الجودة ولا من ناحية التوصيل,"{""plaintes"": [], ""compliments"": [""La qualité du produit est excellente."", ""Le service de livraison est excellent.""]}",arabic_darija,Unknown Product,"A product recognized for its high quality and efficient delivery service, ensuring customer satisfaction upon arrival."
"Je m'attendais à une meilleure qualité mais comparé au prix, c'est bien.","{""plaintes"": [""La qualité n'est pas à la hauteur des attentes initiales.""], ""compliments"": [""Bon rapport qualité-prix.""]}",french,Not specified,Not specified
De la merde........................................................................,"{""plaintes"": [""Le produit est considéré comme étant de très mauvaise qualité.""], ""compliments"": []}",french,Not specified,Not specified
"Kan 3ndi wa7ed l-Kindle mn qbel w qlil fin knt kansta3mlo, 7it l-interface dialo ma kantch mri7a l l-qraya. Hada 7sen. Daba kansta3mlo l jouj dial l-ktouba w lqit l-interface t7essnat. Melli chrito ja m3ah cheher fabor dial Amazon Prime li kan wa7ed l-plus, wakha qerrert ma njeddedch l-abonnement mn be3d ma sala dak ch-her.","{""plaintes"": [], ""compliments"": [""Le nouveau modèle est meilleur (comparé au précédent)"", ""L'interface est améliorée"", ""L'achat incluait un mois gratuit d'Amazon Prime (considéré comme un avantage)""]}",latin_darija,Kindle e-reader,"An e-reader device featuring an improved and comfortable user interface, specifically designed for an enhanced digital reading experience."
"Yallah lyom twesselt b awwel bwata dyali dyal Kellogg's Crunchy Nut Golden Honey Nut, o ghir 7ellit lkhencha lli ldakhel, tel3at wa7ed ri7a 7elwa o fenna katfekkerni f Crunch & Munch. Ch7al hadi o ana kanchouf had lbwatat fel7anout lli 7daya, o kent met7emmsa bzzaf ndou9 had l-cereal o n3ref mada9o ki dayer. Mn choufa louwla, kan bayn belli kayn bzzaf dyal l3sel o skkar lli mghallfin douk rra9aye9 o las9in fihom trifat sghar dyal kawkaw. Had l-cereal maghadich ikoun houwa lmofaddal ljdid 3end nnas lli kayhtmmo b se77a fel3a2ila dyalk, walakin Kellogg's ma mkhabbyach hadchi o ma katgoulch 3lih belli se77i. Lma3loumat lghida2iya sahel tel9aha, o hiya dakchi lli ghadi tetwe99e3 men mentouj smito Golden Honey Nut. O akid annaho bnin kifma katmenna chi 7aja bhad smiya tkoun! Mn be3d ma chmmit dik rri7a, kan darouri nakoul menno zlafa (btabi3at l7al, yemken ghanet3echcha ghir b chlata had lila, walakin bisara7a, kanet katstahel)! Kifma galo nas akhrin hna f ta3li9at, dak l3sel o skkar lli kaynin bzzaf kaykhalliwh ib9a me9ermech fel7lib modda twila kter mn rra9aye9 lli fihom chwiya dyal tghlifa. La7edt ayda annaho f darf 30 thaniya te9riban mn be3d ma dert l7lib f zzlafa, lloun dyalo tbeddel chwiya bdak l3sel (l7lib dyali wella lloun dyalo sfer b7al l3sel). Fach kent kanaklo, ma 7ssitch ga3 b trifat dyal kawkaw, o hadi bnnesba liya 7aja mezyana - ma ghaddich te3jebni l9adiya neb9a nel9a troufa dyal kawkaw las9in liya bin snani o ana kanftar (ana men dak nno3 lli kay7ma9 3la l-cereal felftour; dima kent hakka o dima ghanb9a). Mn na7iya lghida2iya, had l-cereal kaychbeh bzzaf l- Honey Bunches of Oats. Bjoujhom met9arbin f l2i7sa2iyat lli katrkkez 3liha, b7al lvitaminat o lma3adin lli zaydin fihom. Had l-cereal bnin o kaychbbe3, walakin ila kenti kat9elleb 3la chi 7aja b7al Kashi, rah machi houwa hada (o l7amdulillah bnnesba liya: Kashi se77i, walakin f nadari, machi bnin bzzaf). Bichakl 3am, ana radya bzzaf 3la had l-cereal. 7lou, bnin o me9ermech, o i9der ikoun badil zwin o na9es so3orat 7arariya l dessert dyalk, ila bghiti (aw t9der thermcho o diro fou9 danone aw la glace). Lmerra jaya fach tkoun fel7anout, chouf lma3loumat lghida2iya dyalo bnefsek, o ila 3ejbatk lfikra, khoud lik bwata. Ma kandennch ghadi tendem! Daba, ghanmchi ndekhel had lma3loumat dyal dakchi lli klit f lmaw9i3 lmofaddal 3endi dyal taghdiya! ;)","{""plaintes"": [],""compliments"": [""L'odeur est douce et merveilleuse, rappelant un produit apprécié."",""A suscité beaucoup d'enthousiasme avant la dégustation."",""Est délicieux et fidèle à son nom."",""Le plaisir gustatif en valait la peine."",""Reste croustillant longtemps dans le lait grâce à son enrobage de miel et de sucre."",""L'absence de morceaux de cacahuètes perceptibles est un avantage personnel."",""Est savoureux et rassasiant."",""La cliente est très satisfaite dans l'ensemble."",""Est doux, savoureux et croustillant."",""Peut servir d'alternative moins calorique à un dessert."",""Est polyvalent (peut être consommé avec du yaourt ou de la glace)."",""Le produit est fortement recommandé.""]}",latin_darija,Kellogg's Crunchy Nut Golden Honey Nut Cereal,"Kellogg's Crunchy Nut Golden Honey Nut is a breakfast cereal featuring crispy flakes generously coated with golden honey and sugar, complemented by finely integrated small pieces of peanuts. This cereal is celebrated for its sweet and delicious taste, along with its ability to maintain a satisfying crunchiness in milk for an extended period. The rich honey coating may impart a subtle yellowish tint to milk. It is a fortified cereal, containing added vitamins and minerals to contribute to a balanced diet. Beyond breakfast, its sweet and crunchy profile makes it a versatile option, suitable as a dessert alternative or as a topping for yogurt and ice cream."
"La matière n est pas du tout agréable, limite adhérente... la pointe des stylos peu souples, malgré l eau, n aide pas à visualiser le dessin. Après ça ne prend pas de place et il y a des formes en accessoires fournis.","{""plaintes"": [""La matière du produit n'est pas agréable et est limite adhérente."",""Les pointes des stylos sont peu souples et ne facilitent pas la visualisation du dessin, même avec de l'eau.""],""compliments"": [""Le produit est peu encombrant."",""Des formes sont fournies en accessoires.""]}",french,Watercolor Pen Set,"This compact drawing and painting set features pens with tips specifically designed for artistic applications, including watercolor effects and blending with water. The kit also includes various shapes as accessories to enhance creative projects. Its design emphasizes space-saving storage and easy portability."
"Chrit jouj men les tablettes Amazon Fire 7it l'vendeur gal lia belli mzyanin o khfafin bezaf. Wakha 3endi internet mjheda, had l'appareil tqil bezaf o b'seif bach kayt7errek. Melli katl3eb chi jeu, dima kaytbloka o kayt3ekkel. L'qualité d'sawt fach kantle9 l'musiqa 3ayana bezaf. Kent m3ewel nachri wehda l kol wahed men wlad khoti o khwatati (tes3a f lmajmo3) ila kano khdamin mzyan, walakin daba 3reft belli maghadich isel7o lihom 7it khaybin bezaf.","{""plaintes"": [""La tablette est très lente et peine à fonctionner malgré une connexion internet rapide."",""Lorsqu'on joue à un jeu, elle se bloque et gèle constamment."",""La qualité du son est terrible pour la musique."",""Le client les juge horribles et impropres à l'usage prévu (cadeaux pour des enfants).""],""compliments"": []}",latin_darija,Amazon Fire Tablet,A tablet from the Amazon Fire series. This device is designed for general computing tasks and features integrated processing capabilities as well as an audio system for sound output.
"Je suis déçu que ce ne soit pas plus adapté aux tout-petits. C'est une Kindle logée dans une coque antichoc pour enfants. Il faut configurer les verrous parentaux, etc. Mon plus grand reproche est que la plupart des jeux disponibles nécessitent une connexion internet. Je voulais quelque chose à emporter à l'église, en voiture, etc.","{""plaintes"": [""Pas assez adapté aux jeunes enfants"",""Nécessite de configurer des verrous parentaux"",""La plupart des jeux disponibles nécessitent une connexion internet""],""compliments"": []}",french,Kindle Kids Edition,"A digital e-reader specifically designed for children, housed within a durable, shockproof protective case. It is equipped with parental control features for content management. The device offers access to various games and applications, with some features requiring an internet connection."
Great product for what it is designed for. Easily modified for Kodi,"{""plaintes"": [], ""compliments"": [""Excellent produit pour l'usage pour lequel il est conçu"", ""Facilement modifiable pour Kodi""]}",english,Streaming Device,"A highly customizable streaming device designed for media playback and home entertainment. This device is easily modifiable, making it ideal for users who wish to install and run custom media center software such as Kodi."
هما كيشبهو لقدام اللي كانو عندي تقريبا، ولكن كيتسخنو دغيا بزاف، لا كونصوماصيون ديالهم ماشي هي هاديك، ولكن مزيان.,"{""plaintes"": [""Chauffent trop rapidement"", ""Mauvaise consommation énergétique""], ""compliments"": []}",arabic_darija,Electronic Devices,These electronic devices are characterized by their rapid temperature increase during operation and exhibit higher-than-optimal energy consumption. Their design and functionality bear resemblance to previous models.
"Vraiment pratique, c'est incroyable le nombre de choses qu'on peut faire avec Alexa. Elle est aussi très réactive.","{""plaintes"": [], ""compliments"": [""Très pratique"", ""Il est incroyable le nombre de choses que l'on peut faire avec Alexa"", ""Très réactif""]}",french,Alexa,"Alexa is a highly versatile and intelligent voice assistant known for its wide range of functionalities. This voice-controlled device allows users to perform numerous tasks, including controlling smart home devices, playing music, setting alarms, providing information, and much more. It offers quick and efficient responsiveness to user commands."
واعرة بزاف كتر من داكشي لي توقعت والله,"{""plaintes"": [], ""compliments"": [""Le produit est excellent."", ""Il a dépassé toutes les attentes du client.""]}",arabic_darija,Undetermined,"The customer review is generic and does not provide specific details about the product's features, type, or attributes. Therefore, a detailed product description cannot be extracted from the given text."
"D'après mon expérience personnelle, je ne vous conseille absolument pas d'acheter cet appareil. Il est inefficace et ne retire pas les poils de la racine. C'est un gaspillage d'argent et de temps.","{""plaintes"": [""Inefficace"", ""N'enlève pas les poils de la racine"", ""Une perte de temps et d'argent""], ""compliments"": []}",french,Épilateur,"Appareil électronique d'épilation conçu pour un retrait efficace des poils à la racine. Cet épilateur est doté d'une technologie d'élimination des poils qui vise à procurer une peau lisse et durablement douce. Il intègre des pinces rotatives pour saisir et extraire les poils, offrant une solution pour diverses zones du corps."
"Love the product, not happy that there have been two sales on it at Best Buy. One 18 days after purchase $50 off, today 23 days after purchase online $80 off. They won't help me, after 15 days I was told!","{""plaintes"": [""Le produit a été l'objet de deux promotions importantes (50 $ puis 80 $) peu de temps après l'achat du client."",""Le client n'est pas satisfait que ces réductions de prix soient survenues 18 et 23 jours après son achat."",""Le service client de Best Buy a refusé d'aider le client en invoquant une politique de non-assistance après 15 jours.""],""compliments"": [""Le client adore le produit.""]}",english,Not specified,Not specified
ساعة وصلات مزيانة، فيها بزاف ديال الخاصيات زوينين، ولكن من بعد يومين ولات متشدش الشارج نهائيا... صيفطتها لـ SAV ديال Garmin، خداو سيمانة عاد باش توصل عندهم ويتكلفو بيها. وقالولي بلي عندهم الحق يخليوها عندهم 15 يوم عمل أخرى باش يصلحوها... ماشي معقول لساعة باقا جديدة وبهاد الثمن!! شوفو المنتديات مزيان، أنا ماشي بوحدي لي وقع ليا مشكل البطارية هدا.,"{""plaintes"": [""La montre ne tient plus la charge après seulement deux jours"", ""Délai d'une semaine pour la prise en charge par le SAV"", ""Le SAV se réserve le droit de garder la montre 15 jours ouvrables supplémentaires pour la réparation"", ""Situation jugée inadmissible pour une montre neuve à ce prix"", ""Problème de batterie récurrent et non isolé, rapporté sur les forums""], ""compliments"": [""Très bonnes fonctionnalités""]}",arabic_darija,Garmin Watch,"A feature-rich watch manufactured by Garmin, designed with a variety of appealing functionalities."
"Llouz snack se7i bzzaf, walakin khassni n3terf blli aghlabiyat llouz l'madaq dyalo kayjini b7al l'karton. Walakin had naw3 kan istithna2. Dik r-resha d l'kakaw jat hiya hadik m3a l'madaq dyal llouz, ma mjehda-ch w ma 7lwa-ch bzzaf 7ta katkhem. W zaydon, ch-chklat kan se7i l'ab3ad daraja, fih ghir chwiya dyal lidam w s-sekkar. Bessa7, l'madaq dyal ch-chklat khfif, w ila kenti metchehhi ch-chklat dyal bessa7, 7sen lik takhod chi tablet d ch-chklat. Walakin, had llouz se7i w mzyan lik kter! Ana chakhsiyan, 3ejbatni had t-tekhlita. Walakin kandenn hadi mas2ala adwaq. Ana kay3jebni llouz ikoun m7emmer, w ch-chklat k7el w naqes men s-sekkar, dakchi 3lach had l'mazij dyal l'madaqat jani mithali. Fayet li jerrebt llouz lli mghallef bwa7ed t-tabaqa ghlida dyal ch-chklat b l'7lib w 3emro 3jebni, w makanqder-ch nakol kter men 7ebba wella jouj. L'3a2ila dyali salat bwata kamla f jelsa we7da w ana (kan7chem n3terf) kent nqder nkemmelha kolha bo7di. Chi 7ebbat dyal llouz kan fihom l'madaq dyal l'7raq chwiya, walakin hadchi 3adi f llouz l'm7emmer bisifa 3amma. Walakin, t-taman ghali chwiya. 3la 7sabi, kaytqam taqriban b 7-8 dollar l ness kilo, lli howa taman tale3 bzzaf 3la louz m7emmer wakha tzid 3lih 7eqq ch-chklat. T-taman bo7do howa lli ghaykhellini manbqa-ch nchrih dima.","{""plaintes"": [""Le goût du chocolat est léger, ne satisfaisant pas une forte envie de chocolat."",""Quelques amandes avaient un léger goût de brûlé."",""Le prix est un peu élevé (environ 7-8 $ pour un demi-kilo), le considérant trop cher même avec le chocolat."",""Le prix est la seule raison de ne pas l'acheter régulièrement.""],""compliments"": [""Ce type d'amandes est une exception positive par rapport au goût souvent jugé insipide des autres amandes."",""L'enrobage de cacao est parfaitement équilibré avec le goût des amandes, ni trop fort ni trop sucré."",""Le chocolat est très sain, avec peu de matières grasses et de sucre."",""Le mélange des saveurs (amandes grillées et chocolat noir peu sucré) est jugé idéal."",""Le produit est très apprécié et addictif, la famille ayant fini une boîte entière en une seule fois (l'utilisateur aurait pu la finir seul).""]}",latin_darija,Cocoa Dusted Roasted Almond Snack,"A healthy and flavorful snack composed of premium roasted almonds, lightly coated with a fine dusting of cocoa. This blend offers a balanced taste, characterized by a light cocoa flavor that is neither overly strong nor excessively sweet. The cocoa dusting is formulated to be low in fat and sugar, contributing to the overall healthiness of the snack. Each serving features crunchy, whole roasted almonds, offering a satisfying and nutritious treat."
"This is the 2nd one I have bought. The first one went out before the 1 year. I contacted Amazon and the warranty for these was only 90 days. It is a good tablet for kids, but if you are looking for something long term. I would spend the extra $$ for at least something that has a 1 year limited warranty.","{""plaintes"": [""Le premier produit est tombé en panne avant la fin de la première année"", ""La garantie n'est que de 90 jours"", ""Ne convient pas pour une utilisation à long terme""], ""compliments"": [""C'est une bonne tablette pour les enfants""]}",english,Tablet,"A tablet designed for children. This product is typically offered with a 90-day limited manufacturer's warranty, positioning it as an entry-level option suitable for younger users."
"En cherchant des repas faciles et sans gluten à ajouter à ma liste de ""repas pratiques"", j'ai trouvé ce produit et je me suis dit qu'il valait la peine d'être essayé (je l'ai trouvé chez Giant Eagle pour 4 dollars). J'étais honnêtement très enthousiaste à l'idée de le tester après avoir lu toutes les critiques positives, mais, à mon grand regret, il n'était pas aussi savoureux que je l'espérais. Je me demande si le problème venait uniquement de la saveur ""pommes de terre au cheddar"" ? J'y ai ajouté un peu de bacon, mais il y avait toujours un arrière-goût. Ne me comprenez pas mal... Pour un plat rapide et facile, je suis sûre qu'on peut l'améliorer et l'adapter un peu, car j'y ai même ajouté du fromage cheddar et cela a ""vraiment"" aidé à atténuer un peu cet arrière-goût persistant... Finalement, peut-être que rien ne vaut la cuisine maison ?!","{""plaintes"": [""N'était pas aussi savoureux que prévu"",""Présence d'un arrière-goût persistant"",""Le problème pourrait venir spécifiquement de la saveur pomme de terre au cheddar""],""compliments"": [""Peut servir de base pour un repas rapide et facile, avec quelques modifications""]}",french,Repas Facile Sans Gluten Saveur Pommes de Terre au Cheddar,"Un repas facile et sans gluten, conçu pour une préparation rapide. Ce plat se distingue par sa saveur de pommes de terre au cheddar, offrant une option pratique pour les consommateurs recherchant des repas sans allergènes et simples à préparer."
"Ana mdeye9a 7it lfouTa katkhalli tbebch sghir f wjhi, o hadshi men awwel sta3mal.","{""plaintes"": [""La serviette laisse de petites peluches sur le visage dès la première utilisation.""], ""compliments"": []}",latin_darija,Towel,"A drying towel, characterized by its material composition which has a tendency to shed small fibers or lint. This shedding is often evident from the first use and may result in residue being left on the skin, such as the face or body, during or after use."
برودوي غزال لداكشي لي تصايب عليه. كيتعدّل بسّهولة لـ كودي.,"{""plaintes"": [], ""compliments"": [""Excellent produit pour l'usage pour lequel il est conçu"", ""Facilement modifiable pour Kodi""]}",arabic_darija,Streaming Device,"A highly customizable streaming device designed for media playback and home entertainment. This device is easily modifiable, making it ideal for users who wish to install and run custom media center software such as Kodi."
"J'attendais de voir, mais le produit m'a convenu.","{""plaintes"": [], ""compliments"": [""Le produit m'a convenu""]}",french,Product,Not specified
"So far the echo has been great...but there is a limited amount of skill and a lot of them are very useless. Once I add the accessories tonmake my home ""smarter"" I can get more use out of it. The speakers are incredible. Hope to have one or a dot in more rooms.","{""plaintes"": [""Le nombre de fonctionnalités (skills) est limité."", ""Beaucoup de ces fonctionnalités sont très inutiles.""], ""compliments"": [""L'Echo est excellent jusqu'à présent."", ""Les haut-parleurs sont incroyables."", ""Le client espère en avoir un ou un dot dans plus de pièces (témoignant d'une grande satisfaction).""]}",english,Amazon Echo Smart Speaker,A smart speaker designed for home automation and voice control. It features high-quality audio output and integrates with various smart home accessories. The device offers a range of voice-activated skills for diverse functionalities and can be used as part of a multi-room audio and smart home setup.
"Aswâ' tajriba douwweztha f 7yati, karrahtouni nchri men l'internet.","{""plaintes"": [], ""compliments"": []}",latin_darija,Not specified,Not specified
Makentch metweqe3 lmontaj bhad ljouda. Chokran likom bezzaf.,"{""plaintes"": [], ""compliments"": [""La qualité du produit est excellente et a dépassé les attentes du client.""]}",latin_darija,Product,"This product features high-quality construction and superior craftsmanship. It is designed with excellent build standards, ensuring durability and a premium finish."
"3ziz 3liya l-Kindle Fire dyali, walakin bessa7 mamertach men chargeur rapide dial Kindle. 3andi hada ch-harayn w-st3melto bezaf dial l-merrat. Jouj dial l-merrat l-lawla kan kheddam mezian, walakin khsser f-l-merra t-talta w-f jmi3 l-merrat li jat men be3d. Lla7tou w-daba kanst3mel chargeur dial iPad Nano dial merti li dima kaykheddam mzyan.","{""plaintes"": [""Le client est très déçu par l'unité de charge rapide Kindle Power."",""Le chargeur n'a fonctionné correctement que les deux premières fois, échouant lors de la troisième tentative et des suivantes."",""Après deux mois d'utilisation, le chargeur est tombé en panne de manière répétée."",""Le client a dû se débarrasser du chargeur défectueux."",""Le client utilise un autre chargeur (celui d'un iPad Nano) qui fonctionne toujours parfaitement, soulignant le défaut de celui de Kindle.""],""compliments"": [""Le client aime beaucoup son Kindle Fire.""]}",latin_darija,Kindle Fast Charger,"A rapid charging accessory designed for Kindle devices, including compatibility with the Kindle Fire."
"Khdit lmakina dyal lḥsan, w fash bghit njerebha jatni khfifa w kaddir ṣdaɛ bezzaf w deghya kisali sharge.","{""plaintes"": [""La machine est trop légère"", ""Elle fait beaucoup de bruit"", ""La batterie se décharge rapidement""], ""compliments"": []}",latin_darija,Epilator,"An electric hair removal machine featuring a lightweight design. This cordless device operates on a rechargeable battery, providing a portable solution for personal grooming."
"Excellent, je l'ai essayé et ça a bien fonctionné. Merci au vendeur.","{""plaintes"": [], ""compliments"": [""Excellent"", ""Fonctionne très bien""]}",french,Not specified,Not specified
